Plymouth Crossing,Plymouth Housing Group (PHG),Plymouth Crossing,East King County,Bellevue,Permanent Supportive Housing,,,Yes,5189,6/10/2024,92,Single Adults (All Genders),Veterans,,,,,,,,,,,,,,2/3/2025 4:51 PM
Plymouth on First Hill,Plymouth Housing Group (PHG),Plymouth on First Hill,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,3139,6/3/2024,77,"Single Adult Men, Single Adult Women",Coming from Chronic Homelessness,Yes,Yes - Undefined,No,No,Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 1:22 PM
Plymouth on Stewart,Plymouth Housing Group (PHG),Plymouth on Stewart,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1681,6/3/2024,84,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 10:25 AM
Plymouth Place,Plymouth Housing Group (PHG),Plymouth Place,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1952,6/3/2024,70,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,Yes - Visiting Nurse,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 11:27 AM
Scargo - Mod-Rehab,Plymouth Housing Group (PHG),Scargo - Mod-Rehab,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1713,6/3/2024,47,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,Yes - Visiting Nurse,Single Room Occupancy - General,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 11:11 AM
Shelter Plus Care - SRA,Plymouth Housing Group (PHG),Shelter Plus Care - SRA,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1704,6/3/2024,140,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,Unclear,Unclear,Unclear,Yes- Unclear,Unclear,Unclear,N/A,N/A,Unclear,6/3/2024 11:10 AM
Shelter Plus Care - TRA,Plymouth Housing Group (PHG),Shelter Plus Care - TRA,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1953,6/3/2024,654,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes- Unclear,Unclear,Unclear,N/A,N/A,Unclear,6/3/2024 11:28 AM
Simons,Plymouth Housing Group (PHG),Simons,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1954,6/3/2024,92,"Single Adult Men, Single Adult Women","Older adults (55+), Veterans",Yes,Unclear,Unclear,Unclear,"Formalized Partnerships, Yes - Visiting Nurse",Single Room Occupancy - Studio Apartments,Unclear,Yes- Unclear,Unclear,Unclear,N/A,N/A,Unclear,6/3/2024 11:28 AM
Williams Apartments,Plymouth Housing Group (PHG),Williams Apartments,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1976,6/3/2024,20,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,Yes - Visiting Nurse,Single Room Occupancy - General,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 11:30 AM
Williams Apartments - CoC,Plymouth Housing Group (PHG),Williams Apartments - CoC,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1979,6/3/2024,61,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,Yes - Visiting Nurse,Single Room Occupancy - General,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 11:30 AM
Congregations for the Homeless Permanent Housing,Porchlight,Congregations for the Homeless Permanent Housing,East King County,Bellevue,Permanent Housing,No,Bellevue,Yes,1652,5/31/2024,69,Single Adult Men,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Yes",Yes - Behavioral Health Specialist,"Referral, Yes - Dental Van",Single Room Occupancy - General,Unclear,Yes - Shared,No,Service Animal,Yes - General,N/A,Coordinated Entry,5/31/2024 10:44 AM
Eastside Men's Shelter,Porchlight,Eastside Men's Shelter,East King County,Bellevue,Emergency Shelter,Yes,Bellevue,Yes,4069,5/31/2024,100,Single Adult Men,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Partnering Agency, Covered by Behavioral Health Specialist",Yes - Behavioral Health Specialist,Referral,Congregate - General,Yes - Three Meals A Day,Yes - Shared,No,Service Animal,Yes - General,Non-Time Limited,"Drop-in, Word of Mouth, Self Referral",6/10/2024 12:28 PM
Hotel Program,Porchlight,COVID Hotel Program,East King County,Bellevue,Emergency Shelter,No,,Yes,4600,6/7/2024,18,Single Adult Men,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Yes,Referral,"Yes - Pop-up Clinic, Yes - Dental Van",Single Room Occupancy - Hotel Room,Yes - Undefined,Yes - In-Unit,No,Service Animal,Yes - General,Up to 6 Months (Flexibility),"Self Referral, Word of Mouth",6/7/2024 10:12 AM
Rotating Eastside Men's Shelter,Porchlight,Rotating Eastside Men's Shelter,East King County,Rotating,Emergency Shelter,Yes,Bellevue,Yes,1650,6/10/2024,30,Single Adult Men,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Referral,Referral,Referral,Congregate - General,Yes - Undefined,Depends on Conditions of Location,No,Service Animal,Yes - General,Up to 6 Months (Flexibility),"Word of Mouth, Self Referral",6/10/2024 12:29 PM
CoLEAD,Public Defender Association,CoLEAD,Seattle,Seattle,Transitional Housing,No,,Yes,4633,6/7/2024,115,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples",General - No additional specificity,Yes,Yes - Undefined,Referral,Yes - Behavioral Health Specialist,Formalized Partnerships,Single Room Occupancy - Hotel Room,No,Yes - In-Unit,Possible,Service Animal,N/A,Non-Time Limited,"REACH, Right of Way (KCRHA)",6/7/2024 10:15 AM
Emergency Receiving Center,Real Escape from Sex Trade,Emergency Receiving Center,Seattle,Seattle Council Dst 2,Day Center,No,,Yes,,11/18/22,7,Single Adult Women,Commercial Sexual Exploitation,Yes,Yes - Undefined,Yes,Yes - Behavioral Health Specialist,Formalized Partnerships,Unclear,Yes - Undefined,Yes- Unclear,No,Yes,Yes - General,Up to 90 Days,Agency-specific Intake Line,4/14/2023 10:13 AM
REST Shelter,Real Escape from Sex Trade,REST Shelter,Seattle,Seattle Council Dst 2,Emergency Shelter,Yes,,Yes,3936,6/3/2024,7,Single Adults (All Genders),"Commercial Sexual Exploitation, Domestic Violence",Yes,Yes - Housing Navigator/Specialist,Yes,Yes - Behavioral Health Specialist,Yes - Other Health Care,Shared Room,Yes - Undefined,Yes - Shared,No,Yes,No,Up to 30 Days (Extensions up to 90 days),Agency-specific Intake Line,6/3/2024 1:44 PM
Motel Voucher,Reclaim,Motel Voucher,Snoqualmie Valley,Snoqualmie,Emergency Shelter,Yes,King County (DCHS),Yes,4598,6/10/2024,28,"Families with Children under 18, Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples",General - No additional specificity,Yes,Yes - Undefined,Referral,Referral,Referral,Voucher,Community Partners - Food Pantries,Yes - In-Unit,Yes,Depends on Housing Management/Landlord,Yes - Private Unit,Non-Time Limited,"Local Service Providers (GENERAL), Self Referral, Word of Mouth",6/10/2024 12:56 PM
RRH - Homelessness Diversion Program,Reclaiming Our Greatness,RRH - Homelessness Diversion Program,,,Rapid Rehousing,,,,4952,,12,,,,,,,,,,,,,,,,1/23/2025 4:54 PM
Boren location,Recovery Cafe,Boren location,Seattle,Seattle Council Dst 7,Day Center,No,,No,,11/18/22,,,,,,,,Yes - Visiting Nurse,,Yes - Two Meals A Day,,,,,,,4/14/2023 10:13 AM
SODO,Recovery Cafe,SODO,Seattle,Seattle Council Dst 2,Day Center,No,,No,,11/18/22,,,,,,,,,,,,,,,,,4/14/2023 10:13 AM
2120 Rapid Rehousing,Refugee Womens Alliance,2120 Rapid Rehousing,Countywide,N/A,Rapid Rehousing,No,,Yes,3292,6/3/2024,29,"Single Adult Women, Women and Children",Immigrant and Refugee Serving,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:24 PM
Refugee and Immigrant Rapid Re-Housing,Refugee Womens Alliance,Refugee and Immigrant Rapid Re-Housing,Countywide,N/A,Rapid Rehousing,Yes,,Yes,1981,6/3/2024,36,"Single Adult Women, Women and Children",Immigrant and Refugee Serving,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 11:30 AM
Day Center,Renton Ecumenical Association of Churches (REACH),Day Center,Urban Unincorporated King County,Skyway Area,Day Center,Yes,,Yes,2945,11/18/22,,Families with Children at least one under 18,General - No additional specificity,N/A,Unclear,Unclear,Unclear,Unclear,N/A,Yes - Two Meals A Day,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,4/14/2023 10:13 AM
Emergency Response Shelter,Renton Ecumenical Association of Churches (REACH),Emergency Response Shelter,Urban Unincorporated King County,Skyway Area,Emergency Shelter,Yes,Auburn,Yes,1982,6/3/2024,35,Families with Children at least one under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - A part of case management,"Referral, Yes - Visiting Nurse",Congregate - Cubicles,Yes - Three Meals and Snacks,Yes- Unclear,Yes,No,Yes - General,Up to 90 Days (Flexibility),Family Shelter Intake Line,6/3/2024 11:30 AM
ROOTS Young Adult Shelter,ROOTS,ROOTS Young Adult Shelter,Seattle,Seattle Council Dst 4,Emergency Shelter,Yes,,Yes,1684,6/3/2024,45,"Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,No,No,No,Congregate - General,Yes - Undefined,Yes - Shared,Yes,Service Animal,No,Non-Time Limited,Drop-in,6/3/2024 10:25 AM
White Center Community Center Food Pantry,Salvation Army,White Center Community Center Food Pantry,Seattle,Seattle Council Dst 1,Day Center,No,,No,,11/18/22,,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples, Women and Children",General - No additional specificity,Yes,No,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/2023 10:13 AM
Ernestine Anderson Place,Seamar Community Health Centers (Sea Mar CHC),Ernestine Anderson,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4995,6/7/2024,44,"Single Adult Men, Single Adult Women","Older adults (50+), Older adults (55+)",Yes,No,Yes,Yes - Behavioral Health Specialist,Formalized Partnerships,Single Room Occupancy - Studio Apartments,Unclear,Yes- Unclear,No,Unclear,N/A,N/A,Unclear,1/31/2025 12:20 PM
Community Drop-In Center,Seattle Indian Center,Community Drop-In Center,Seattle,Seattle Council Dst 3,Day Center,Yes,,Yes,2240,6/1/22,,"Single Adult Men, Single Adult Women, Single Adults (All Genders)",Native American Serving,Yes,Unclear,Referral,Referral,Unclear,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,6/7/2023 11:06 AM
Roy Street Enhanced Shelter,Seattle Indian Center,Roy Street Enhanced Shelter,Seattle,Seattle Council Dst 3,Emergency Shelter,Yes,,Yes,4624,6/1/2023,40,"Single Adult Men, Single Adult Women, Single Adults (All Genders)","General - No additional specificity, Native American Serving",Unclear,Unclear,Referral,Referral,No,Unclear,Yes - Undefined,Yes- Unclear,No,Unclear,Yes - General,Unclear,HOPE team,1/23/2025 4:55 PM
SIHB - Rapid Rehousing,Seattle Indian Health Board,SIHB - Rapid Rehousing,Countywide,N/A,Rapid Rehousing,No,,Yes,3369,6/3/2024,3,Unclear,Native American Serving,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:26 PM
Bunkhouse,SHARE/WHEEL,Bunkhouse,Seattle,Seattle Council Dst 2,Emergency Shelter,Yes,,Yes,,11/18/22,23,Single Adults (All Genders),General - No additional specificity,No,No,No,No,No,Congregate - General,Unclear,Yes - Shared,Yes,Service Animal,,Non-Time Limited,"Drop-in, Word of Mouth",4/14/2023 10:13 AM
Gift of Grace,SHARE/WHEEL,Gift of Grace,Seattle,Seattle Council Dst 4,Emergency Shelter,Yes,,Yes,,11/18/22,8,Single Adults (All Genders),General - No additional specificity,No,No,No,No,No,Congregate - General,Unclear,Yes - Shared,No,Service Animal,No,Non-Time Limited,"Drop-in, Word of Mouth",4/14/2023 10:13 AM
Maple Leaf Lutheren,SHARE/WHEEL,Maple Leaf Lutheren,Seattle,Seattle Council Dst 5,Emergency Shelter,Yes,,Yes,,11/18/22,14,Single Adults (All Genders),General - No additional specificity,No,No,No,No,No,Congregate - General,Unclear,Yes - Shared,No,Service Animal,,Non-Time Limited,"Drop-in, Word of Mouth",4/14/2023 10:13 AM
Northminster Presbyterian,SHARE/WHEEL,Northminster Presbyterian,Seattle,Seattle Council Dst 6,Emergency Shelter,TBD,,Yes,,11/18/22,13,Single Adults (All Genders),General - No additional specificity,No,No,No,No,No,Congregate - General,Unclear,Yes - Shared,Yes,Service Animal,,Non-Time Limited,"Drop-in, Word of Mouth",4/14/2023 10:13 AM
SHARE Consolidated Shelters,SHARE/WHEEL,SHARE Consolidated Shelters,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,1310,5/31/2024,92,"Single Adult Men, Single Adult Women",General - No additional specificity,No,No,No,No,No,Congregate - General,Yes - Undefined,Yes - Shared,Yes,Yes,No,Non-Time Limited,Drop-in,5/31/2024 10:26 AM
Trinity,SHARE/WHEEL,Trinity,Seattle,Seattle Council Dst 6,Emergency Shelter,Yes,,Yes,,11/18/22,13,Single Adult Men,General - No additional specificity,No,No,No,No,No,Congregate - General,Unclear,Yes - Shared,No,Service Animal,,Non-Time Limited,"Drop-in, Word of Mouth",4/14/2023 10:13 AM
Vets Hall Shelter,SHARE/WHEEL,Vets Hall Shelter,Seattle,Seattle Council Dst 6,Emergency Shelter,Yes,,Yes,,11/18/22,13,Single Adults (All Genders),General - No additional specificity,No,No,No,No,No,Congregate - General,Unclear,Yes - Shared,Yes,Service Animal,No,Non-Time Limited,"Drop-in, Word of Mouth",4/14/2023 10:13 AM
Wheel Women's shelter at First Presbyterian,SHARE/WHEEL,Wheel Women's shelter at First Presbyterian,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,4560,6/10/2024,69,Single Adult Women,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,No,No,No,Congregate - General,Yes - Three Meals and Snacks,Yes - Shared,No,Service Animal,yes,Non-Time Limited,"Drop-in, Word of Mouth",6/10/2024 1:06 PM
WHEEL Women's Shelter at Trinity,SHARE/WHEEL,WHEEL Women's Shelter at Trinity,Seattle,Seattle Council Dst 3,Emergency Shelter,Yes,,Yes,1866,6/3/2024,26,Single Adult Women,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,No,No,No,Congregate - General,Yes - Three Meals and Snacks,Yes - Shared,No,Service Animal,No,Non-Time Limited,Drop-in,6/3/2024 11:23 AM
Woodland Park,SHARE/WHEEL,Woodland Park,Seattle,Seattle Council Dst 6,Emergency Shelter,Yes,,Yes,,11/18/22,13,Single Adult Men,General - No additional specificity,No,No,No,No,No,Congregate - General,Unclear,Yes - Shared,No,Service Animal,No,Non-Time Limited,"Drop-in, Word of Mouth",4/14/2023 10:13 AM
Brettler Place,Solid Ground,Brettler Place,Seattle,Seattle,Permanent Housing,No,,Yes,1301,5/31/2024,155,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,"Partnering Agency, Yes - Behavioral Health Specialist, MH Therapist On-site",Referral,Single Room Occupancy - Apartments,No,Yes - In-Unit,Possible,Service Animal,Yes - Private Unit,Non-Time Limited,Coordinated Entry,5/31/2024 10:25 AM
Broadview Emergency Shelter,Solid Ground,Broadview Emergency Shelter,Seattle,Seattle Council Dst 4,Emergency Shelter,Yes,,Yes,1685,6/3/2024,22,"Women and Children, Families with Children at least one under 18",Domestic Violence,Yes,Yes - Part of case management,Referral,Referral,Formalized Partnerships,"Single Room Occupancy - General, Single Room Occupancy - Studio Apartments",No,Yes - Shared,No,Service Animal,No,Up to 90 Days,"211, DV Coordinated Housing Access Point (DVCHAP), DVHopeline",6/3/2024 10:26 AM
Broadview Transitional,Solid Ground,Broadview Transitional,Seattle,Seattle,Transitional Housing,Yes,,Yes,2154,6/3/2024,69,"Women and Children, Families with Children under 18",Domestic Violence,Yes,Yes - Part of case management,Referral,Referral,Referral,"Single Room Occupancy - General, Single Room Occupancy - Studio Apartments",No,Yes- Unclear,No,Service Animal,N/A,Up to 12 Months,"DV Coordinated Housing Access Point (DVCHAP), Designated Referral Organizations",6/3/2024 11:56 AM
Journey Home RRH - Seattle RRH CoC,Solid Ground,Journey Home RRH - Seattle RRH CoC,Countywide,N/A,Rapid Rehousing,Yes,,Yes,2086,6/3/2024,143,Families with Children at least one under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Unclear,Unclear,Unclear,Yes,Depends on Housing Management/Landlord,N/A,Up to 2 Years,Coordinated Entry,6/3/2024 11:56 AM
PG Kenney Place,Solid Ground,PG Kenney Place,Seattle,Seattle,Permanent Housing,No,,Yes,1698,6/3/2024,117,"Families with Children under 18, Single Adult Men, Single Adult Women, Single Adults (All Genders)",General - No additional specificity,Yes,Yes - Part of case management,Referral,"Partnering Agency, Yes - Behavioral Health Specialist, MH Therapist On-site",Referral,Single Room Occupancy - Apartments,No,Yes - In-Unit,Possible,Service Animal,Yes - Private Unit,Non-Time Limited,Coordinated Entry,6/3/2024 11:09 AM
Sand Point Families PSH,Solid Ground,Sand Point Families PSH,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,2378,6/3/2024,95,Families with Children under 18,"Coming from Chronic Homelessness, Individual Living with a Disability",Yes,Yes - Part of case management,Referral,"Partnering Agency, MH Therapist On-site",Referral,Single Room Occupancy - Apartments,No,Yes - In-Unit,Possible,Service Animal,N/A,Non-Time Limited,"Coordinated Entry, Family Shelter Intake Line",6/3/2024 1:15 PM
Santos Place PSH,Solid Ground,Santos Place PSH,Seattle,Seattle Council Dst 4,Permanent Supportive Housing,Yes,,Yes,4215,6/3/2024,42,"Single Adults (All Genders), Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes,Referral,Single Room Occupancy - Studio Apartments,Units have Kitchens,Yes- Unclear,No,Service Animal,Yes - Private Unit,Non-Time Limited,Coordinated Entry,6/3/2024 1:56 PM
Solid Ground Family Shelter,Solid Ground,Solid Ground Family Shelter,Seattle,Seattle Council Dst 4,Emergency Shelter,Yes,,Yes,1318,5/31/2024,40,Families with Children under 18,Coming from Chronic Homelessness,Yes,Yes - Part of case management,Referral,"Partnering Agency, Yes - Behavioral Health Specialist",Formalized Partnerships,"Shared Room, Single Room Occupancy - General",No,Yes - Shared,Yes,Service Animal,No,6 Months to 12 Months,"Coordinated Entry, Local Service Providers (GENERAL)",5/31/2024 10:26 AM
June Leonard Place (Renton Commons),Sound Mental Health,June Leonard Place (Renton Commons),South King County,Renton,Permanent Housing,No,,Yes,3925,11/18/22,87,Families with Children under 18,General - No additional specificity,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,N/A,Unclear,4/14/2023 10:13 AM
Pacific Court,Sound Mental Health,Pacific Court,South King County,Tukwila,Permanent Housing,No,,Yes,1461,5/31/2024,53,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,N/A,Unclear,5/31/2024 10:28 AM
South KC Housing First,Sound Mental Health,South KC Housing First,South King County,TBD,Permanent Housing,No,,Yes,1707,6/3/2024,42,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,N/A,Unclear,6/3/2024 11:10 AM
SSVF - CPC - Rapid Re-Housing,Sound Mental Health,SSVF - CPC - Rapid Re-Housing,Countywide,N/A,Rapid Rehousing,No,,Yes,1630,5/31/2024,153,"Single Adult Men, Single Adult Women",Veterans,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,5/31/2024 10:41 AM
Valor Apartments,Sound Mental Health,Valor Apartments,Seattle,Seattle,Permanent Housing,No,,Yes,3089,6/3/2024,21,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,Referral,Referral,Referral,Single Room Occupancy - Apartments,No,Yes- Unclear,Yes,Unclear,N/A,N/A,Unclear,6/3/2024 1:21 PM
City Park,St Stephen Housing Association,City Park,South King County,Auburn,Transitional Housing,Yes,Auburn,Yes,1459,5/31/2024,30,Families with Children at least one under 18,General - No additional specificity,Yes,Yes - Part of case management,"Referral, Partnering Agency","Partnering Agency, Referral",Unclear,Townhomes,Units have Kitchens,Yes - In-Unit,Yes,Service Animal,N/A,Up to 12 Months (Flexibility),"Coordinated Entry, External Fill",5/31/2024 10:28 AM
Harnett House,St Stephen Housing Association,Harnett House,South King County,Tukwila,Transitional Housing,,,Yes,,2/5/2025,10,Families with Children under 18,,,,,,,Shared House,,,,,,,,2/5/2025 4:07 PM
Highlands Inn,St Stephen Housing Association,Highlands Inn,South King County,Renton,Transitional Housing,,,Yes,,2/5/2025,8,Families with Children under 18,,,,,,,Shared House,,,,,,,,2/5/2025 4:06 PM
Nike Manor,St Stephen Housing Association,Nike Manor,South King County,Kent,Transitional Housing,Yes,Kent,Yes,1567,5/31/2024,49,Families with Children at least one under 18,General - No additional specificity,Yes,Yes - Part of case management,"Referral, Partnering Agency","Partnering Agency, Referral",Unclear,Scattered Site,Units have Kitchens,Yes - In-Unit,Yes,Service Animal,N/A,Up to 12 Months (Flexibility),"Coordinated Entry, External Fill",5/31/2024 10:30 AM
Steel House,St Stephen Housing Association,Steel House,South King County,Renton,Transitional Housing,,,Yes,,2/5/2025,8,Families with Children under 18,,,,,,,Shared House,,,,,,,,2/5/2025 4:06 PM
Safe Parking,St. Jude’s Parish,Safe Parking,East King County,Redmond,Safe Parking,No,,No,N/A,11/18/22,,Single Adults and Couples,Vehicle Residents in Passenger Vehicles,Referral Partner,Referral,Referral,Referral,Referral,Parking Space,Kitchen Access,No,Yes,Yes,No,Non-Time Limited,"211, Emergency Responders, Word of Mouth",4/14/2023 10:13 AM
Day Center,Street Youth Ministries,Day Center,Seattle,Seattle Council Dst 4,Day Center,No,,No,N/A,11/18/22,,"Young Adult (18 - 21) or (18 - 25), Youth",Youth (12- 17),Yes,Referral,Referral,Referral,No,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,4/14/2023 10:13 AM
Tent City 3,Tent City 3,Tent City 3,Seattle,Seattle Council Dst 3,Sanctioned Encampment,No,,No,N/A,11/18/22,,"Families with Children at least one under 18, Single Adult Men, Single Adult Women, Single Adults and Couples, Women and Children",General - No additional specificity,No,No,No,No,No,Tent,Yes - Undefined,Yes - Shared,Yes,Unclear,Yes - General,Non-Time Limited,Drop-in,4/14/2023 10:13 AM
Tent City 4,Tent City 4,Tent City 4,East King County,Rotating,Sanctioned Encampment,No,,No,N/A,11/18/22,,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples",General - No additional specificity,Referral Partner,Referral,No,No,No,Tent,"Community Partners - Food Pantries, Occasional Hot Meals",Depends on Location,Yes,Yes,N/A,Non-Time Limited,Agency-specific Intake Line,4/14/2023 10:13 AM
Bridges to Housing,The Salvation Army,Bridges to Housing,Countywide,N/A,Rapid Rehousing,Yes,,Yes,1991,6/3/2024,1,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 11:31 AM
Harborview Hall Shelter,The Salvation Army,Harborview Hall Shelter,Seattle,Seattle Council Dst 3,Emergency Shelter,Yes,,Yes,4602,6/7/2024,49,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,No,Yes - Behavioral Health Specialist,No,Congregate - Bunk Beds,Yes - Two Meals A Day,Yes - Shared,Yes,Yes,Yes - General,Up to 90 Days,"Community Partners (GENERAL), Internal Agency Program Referral, Internal Outreach Team, Local Service Providers (GENERAL)",6/7/2024 10:12 AM
Hickman House - JC-RRH,The Salvation Army,Hickman House - JC-RRH,Countywide,N/A,Rapid Rehousing,Yes,,Yes,4190,6/10/2024,22,"Families with Children at least one under 18, Families with Children under 18, Women and Children",Domestic Violence,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/10/2024 10:48 AM
Hickman House - JC-RRH,The Salvation Army,Hickman House - JC-RRH,Seattle,Seattle,Rapid Rehousing,Yes,,N/A,4190,6/7/2024,22,Families with Children under 18,Domestic Violence,Yes,Yes - Undefined,Referral,Referral,Referral,Unclear,No,Yes- Unclear,No,Depends on Housing Management/Landlord,N/A,Up to 2 Years,DV Coordinated Housing Access Point (DVCHAP),6/7/2024 5:04 PM
Hickman House - JC-TH,The Salvation Army,Hickman House - JC-TH,Seattle,Seattle,Transitional Housing,Yes,,Yes,4189,6/3/2024,29,Families with Children under 18,Domestic Violence,Yes,Yes - Undefined,Referral,Referral,Referral,Single Room Occupancy - Apartments,No,Yes - In-Unit,No,Service Animal,N/A,Up to 2 Years,Unclear,6/3/2024 1:56 PM
Jefferson and 4th Shelter,The Salvation Army,Jefferson and 4th Shelter,Seattle,Seattle Council Dst 7,Emergency Shelter,No,,Yes,1867,6/3/2024,35,Single Adult Men,General - No additional specificity,No,No,Referral,Referral,Referral,Congregate - General,No,Yes - Shared,No,Service Animal,No,Non-Time Limited,Drop-in,6/3/2024 11:24 AM
Jefferson Day Center,The Salvation Army,Jefferson Day Center,Seattle,Seattle Council Dst 7,Day Center,No,,Yes,3908,11/18/22,,Unclear,General - No additional specificity,Yes,Unclear,Referral,Referral,Unclear,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 10:13 AM
Lighthouse at SoDo,The Salvation Army,Lighthouse at SoDo,Seattle,Seattle Council Dst 2,Emergency Shelter,Yes,,Yes,4551,6/4/2024,269,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Referral,Yes - Behavioral Health Specialist,Referral,Congregate - Cubicles,Yes - Three Meals A Day,Yes - Shared,No,Yes,Yes - General,Non-Time Limited,"Community Partners (GENERAL), Hospitals",6/4/2024 11:43 AM
Pike Street Shelter - CoS HSD,The Salvation Army,Pike Street Shelter - CoS HSD,Seattle,Seattle Council Dst 7,Emergency Shelter,No,,Yes,1715,6/3/2024,26,Single Adult Women,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Partnering Agency,Partnering Agency,Unclear,Unclear,Yes - Three Meals and Snacks,Unclear,No,Unclear,Yes - General,Up to 90 Days,"Community Partners (GENERAL), Internal Agency Program Referral, Internal Outreach Team, Local Service Providers (GENERAL)",6/3/2024 11:11 AM
