id,title,description,category,tags,address,city,state,zip,phone,email,website,hours,audience,services,image_url,latitude,longitude,is_featured,is_approved,created_at,updated_at,user_id,click_count,schedule,action_urls,rating,review_count
849,Rose Crest,Imagine Housing provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,East King County,WA,,,,,,,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
850,VASH - Kirkland B,Imagine Housing provides essential permanent supportive housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,East King County,WA,,,,,,"Families with Children at least one under 18, Single Adult Women, Single Adult Men, Single Adults (All Genders)",,https://logo.clearbit.com/va.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
851,VASH- Kirkland A,Imagine Housing provides essential permanent supportive housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,East King County,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/va.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
852,Recovery Program,"Immanuel Community Services provides essential emergency shelter services to the community. This program specifically focuses on in pro-active recovery drugs, alcohol, or behavioral health challenges. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"In pro-active recovery drugs, alcohol, or behavioral health challenges",,Seattle,WA,,,,,,Single Adult Men,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
853,Day Center,Immanuel Lutheran provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
854,Bridges to Housing,"Interim CDA provides essential rapid rehousing services to the community. This program specifically focuses on asian american and pacific islander serving, domestic violence, immigrant and refugee serving. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Asian American and Pacific Islander Serving, Domestic Violence, Immigrant and Refugee Serving",,Seattle,WA,,,,,,Women and Children,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
855,DV Solace Transitional Housing,Interim CDA provides essential transitional housing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Seattle,WA,,,,,,"Single Adult Women, Women and Children",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
856,IDHA Housing Stability and Homeless Prev - RRH,Interim CDA provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Countywide,WA,,,,,,,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
857,Jubilee Women's Center,Jubilee Women's Center provides essential transitional housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,Seattle,WA,,,,,,"Single Adult Women, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/ywcaworks.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
858,KCHA VASH,King County Housing Authority provides essential permanent supportive housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,Countywide,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
859,System Advocate- RRH,King County Regional Homelessness Authority provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Countywide,WA,,,,,,,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
860,Aurora Oaks,Lake City Partners Ending Homelessness provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,North King County,WA,,,,,,"Single Adults (All Genders), Single Adult Women, Single Adult Men",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
861,God's Li'l Acre Day Center,Lake City Partners Ending Homelessness provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adults (All Genders), Single Adult Women, Single Adult Men, Single Adults and Couples",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
862,Kenmore Senior Women's Shelter,Lake City Partners Ending Homelessness provides essential emergency shelter services to the community. This program specifically focuses on older adults (50+). Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Older adults (50+),,North King County,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
863,LWUMC Safe Parking Program,Lake Washington United Methodist Church provides essential safe parking services to the community. This program specifically focuses on vehicle residents in passenger vehicles. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Vehicle Residents in Passenger Vehicles,,East King County,WA,,,,,,"Families with Children under 18, Single Adult Women",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
864,Lifewire Regional RRH-DV (CoC),LifeWire provides essential rapid rehousing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Countywide,WA,,,,,,Women and Children,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
865,Lifewire Regional RRH-Expansion (CoC),LifeWire provides essential rapid rehousing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Countywide,WA,,,,,,Women and Children,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
866,LifeWire Shelter,LifeWire provides essential emergency shelter services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,East King County,WA,,,,,,Women and Children,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
867,My Friend’s Place JC-RRH,LifeWire provides essential rapid rehousing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Countywide,WA,,,,,,Women and Children,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
868,My Friend’s Place JC-TH,LifeWire provides essential transitional housing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,East King County,WA,,,,,,"Single Adult Women, Women and Children",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
869,Sasha's House,Lighthouse NW provides essential transitional housing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,South King County,WA,,,,,,"Women and Children, Single Adult Women",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
870,Arion Court,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Men,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
871,August Wilson Place - PH,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,East King County,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
872,August Wilson Place - PSH,Low Income Housing Institute (LIHI) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,East King County,WA,,,,,,"Families with Children at least one under 18, Single Adults (All Genders)",,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
873,Broadway House,Low Income Housing Institute (LIHI) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
874,Camp Second Chance,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Urban Unincorporated King County,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
875,Columbia Court Supportive Housing,Low Income Housing Institute (LIHI) provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
876,Denny Park Apartments,Low Income Housing Institute (LIHI) provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Families with Children under 18, Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
877,Friendship Heights Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
878,Home Safe RRH,New Beginnings provides essential rapid rehousing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Countywide,WA,,,,,,Women and Children,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
879,Frye Hotel,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
880,Georgetown Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
881,Gossett Place,Low Income Housing Institute (LIHI) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,"https://www.entra.microsoft.com),",,"Single Adults (All Genders), Single Adult Women, Single Adult Men",,"https://logo.clearbit.com/entra.microsoft.com),",,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
882,GPD TIP The Clay Apartments PH,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults and Couples",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
883,Greenwood House,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
884,Henderson Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,,WA,,,,,,,,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
885,Interbay Village,Low Income Housing Institute (LIHI) provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,,,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
886,Jean Darcie Place,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,,WA,,,,,,,,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
887,June Leonard Place,Low Income Housing Institute (LIHI) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,South King County,WA,,,,,,,,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
888,Kenyon House,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. This program specifically focuses on hiv+. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,HIV+,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
889,Lakefront Community House,Low Income Housing Institute (LIHI) provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
890,Maple Leaf Village,Low Income Housing Institute (LIHI) provides essential community resource services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
891,Martin Court,Low Income Housing Institute (LIHI) provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Families with Children under 18, Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
892,McDermott Place,Low Income Housing Institute (LIHI) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
893,Meadowbrook View Apartments,Low Income Housing Institute (LIHI) provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Families with Children under 18, Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
894,Miracle Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,South King County,WA,,,,,,,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
895,Othello House,Low Income Housing Institute (LIHI) provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
896,Progressive Skyway Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Urban Unincorporated King County,WA,,,,,,"Families with Children at least one under 18, Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples",,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
897,Riverton Park Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,"Families with Children at least one under 18, Single Adults (All Genders)",,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
898,Rosies Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
899,Southend Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,"BIPOC general serving, General - No additional specificity",,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men, Families with Children at least one under 18, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
900,T.C. Spirit Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. This program specifically focuses on bipoc general serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,BIPOC general serving,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
901,The Cate Apartments,Low Income Housing Institute (LIHI) provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Families with Children under 18, Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
902,The Glen Hotel,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
903,True Hope Tiny House Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women, Single Adults and Couples, Family with children under 18, Young Adult (18 - 21) or (18 - 25), Single Adults (All Genders)",,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
904,University Commons / Marion West,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,"Young Adult (18 -21), Youth",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
905,Urban Rest Stop - Ballard,Low Income Housing Institute (LIHI) provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/urbanreststop.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
906,Urban Rest Stop - U District,Low Income Housing Institute (LIHI) provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/urbanreststop.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
907,Urban Rest Stop Downtown,Low Income Housing Institute (LIHI) provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/urbanreststop.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
908,VASH - Bellevue B,Low Income Housing Institute (LIHI) provides essential permanent housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,East King County,WA,,,,,,"Single Adult Men, Single Adult Women, Single Adults (All Genders)",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
909,Whittier Heights Village,Low Income Housing Institute (LIHI) provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/lihi.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
910,House of Hope I,Mamma's Hands provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,East King County,WA,,,,,,,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
911,House of Hope II,Mamma's Hands provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,,WA,,,,,,,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
912,Burien Shelter,Mary's Place provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
913,Family Diversion Center,Mary's Place provides essential emergency shelter services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Seattle,WA,,,,,,Women and Children,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
914,Mary's Place Bellevue,"Providing safe, inclusive shelter and services for families experiencing homelessness, keeping them together and helping them move into stable housing.",Housing / Shelter,General - No additional specificity,,East King County,WA,,,,,,Families with Children under 18,,https://www.marysplaceseattle.org/wp-content/themes/marys-place/images/logo.png,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,Emergency shelter and services for families,"[{""url"":""https://www.marysplaceseattle.org/donate"",""label"":""Donate""},{""url"":""https://www.marysplaceseattle.org/volunteer"",""label"":""Volunteer""}]",,
915,Mary's Place Regrade,Mary's Place provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Women and Children,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,Emergency shelter and services for families,"[{""url"":""https://www.marysplaceseattle.org/donate"",""label"":""Donate""},{""url"":""https://www.marysplaceseattle.org/volunteer"",""label"":""Volunteer""}]",,
916,Popsicle Place - Scattered Sites,Mary's Place provides essential emergency shelter services to the community. This program specifically focuses on high needs families. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,High Needs Families,,South King County,WA,,,,,,Families with Children at least one under 18,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
917,Women's Day Center Diversion,Mary's Place provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
918,Gardner House (Mt. Baker),"Mercy Housing NW provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with serious mental illness, individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
919,Burien Veterans Housing,Multiservice Center (MSC) provides essential transitional housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,South King County,WA,,,,,,Single Adult Men,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
920,MSC Emergency Shelter,Multiservice Center (MSC) provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,Families with Children at least one under 18,,https://logo.clearbit.com/mschelps.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
921,MSC Titusville Station,"Multiservice Center (MSC) provides essential permanent housing services to the community. This program specifically focuses on in pro-active recovery drugs, alcohol, or behavioral health challenges. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"In pro-active recovery drugs, alcohol, or behavioral health challenges",,South King County,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/mschelps.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
922,William J. Wood Veterans Housing,Multiservice Center (MSC) provides essential permanent supportive housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,South King County,WA,,,,,,"Families with Children under 18, Single Adult Women, Single Adult Men",,https://logo.clearbit.com/mschelps.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
923,MHS King County Rapid Rehousing,Muslim Housing Services provides essential rapid rehousing services to the community. This program specifically focuses on immigrant and refugee serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Immigrant and Refugee Serving,,Countywide,WA,,,,,,,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
